sr,exam_date,project_name,dms_code,city,state,region,month
32791,29-07-2025,SHIKHAR CTS,WST-MP-2859,DATIA,MADHYA PRADESH,WEST,July
32792,29-07-2025,SHIKHAR CTS,WST-MP-2861,GWALIOR,MADHYA PRADESH,WEST,July
32793,29-07-2025,SHIKHAR CTS,WST-MP-2863,JABALPUR,MADHYA PRADESH,WEST,July
32794,29-07-2025,SHIKHAR CTS,WST-MP-2866,REWA,MADHYA PRADESH,WEST,July
32795,29-07-2025,SHIKHAR CTS,WST-MP-2867,SHAJAPUR,MADHYA PRADESH,WEST,July
32796,29-07-2025,SHIKHAR CTS,WST-MP-2868,RATLAM,MADHYA PRADESH,WEST,July
32797,29-07-2025,SHIKHAR CTS,WST-MP-2869,SINGRAULI,MADHYA PRADESH,WEST,July
32798,29-07-2025,SHIKHAR CTS,WST-MP-2872,RAJGARH MADHYA PRADESH,MADHYA PRADESH,WEST,July
32799,29-07-2025,SHIKHAR CTS,WST-MP-2873,SEHORE,MADHYA PRADESH,WEST,July
32800,29-07-2025,SHIKHAR CTS,WST-MP-2886,BARWANI,MADHYA PRADESH,WEST,July
32801,29-07-2025,SHIKHAR CTS,WST-MP-2887,MORENA,MADHYA PRADESH,WEST,July
32802,29-07-2025,SHIKHAR CTS,WST-MP-2888,SAGAR MADHYA PRADESH,MADHYA PRADESH,WEST,July
32803,29-08-2025,MUDRA SPMT,EST-WB-1445,KOLKATA,WEST BENGAL,EAST,August
32804,29-08-2025,MUDRA SPMT,NR1-BR-3470,PATNA,BIHAR,NORTH ONE,August
32805,29-08-2025,MUDRA SPMT,NR1-UP-3414,MATHURA,UTTAR PRADESH,NORTH ONE,August
32806,29-08-2025,MUDRA SPMT,NR1-UP-3554,AGRA,UTTAR PRADESH,NORTH ONE,August
32807,29-08-2025,MUDRA SPMT,NR1-UP-3561,LUCKNOW,UTTAR PRADESH,NORTH ONE,August
32808,29-08-2025,MUDRA SPMT,NR1-UP-3562,KANPUR,UTTAR PRADESH,NORTH ONE,August
32809,29-08-2025,MUDRA SPMT,NR1-UP-3640,GHAZIABAD,DELHI NCR,NORTH TWO,August
32810,29-08-2025,MUDRA SPMT,NR2-DL-4526,DELHI,DELHI,NORTH TWO,August
32811,29-08-2025,MUDRA SPMT,NR2-HR-4098,GURGAON (GURUGRAM),Delhi NCR,NORTH TWO,August
32812,29-08-2025,MUDRA SPMT,NR2-HR-4504,HISAR,HARYANA,NORTH TWO,August
32813,29-08-2025,MUDRA SPMT,NR2-HR-4622,FARIDABAD,DELHI NCR,NORTH TWO,August
32814,29-08-2025,MUDRA SPMT,NR2-PB-4514,CHANDIGARH,PUNJAB,NORTH TWO,August
32815,29-08-2025,MUDRA SPMT,NR2-PB-4515,LUDHIANA,PUNJAB,NORTH TWO,August
32816,29-08-2025,MUDRA SPMT,NR2-RJ-4559,UDAIPUR RAJASTHAN,RAJASTHAN,NORTH TWO,August
32817,29-08-2025,MUDRA SPMT,NR2-RJ-4561,JAIPUR,RAJASTHAN,NORTH TWO,August
32818,29-08-2025,MUDRA SPMT,NR2-RJ-4565,JODHPUR,RAJASTHAN,NORTH TWO,August
32819,29-08-2025,MUDRA SPMT,NR2-UK-4638,KASHIPUR,UTTARAKHAND,NORTH TWO,August
32820,29-08-2025,MUDRA SPMT,NR2-UP-3613,NOIDA DELHI NCR,DELHI NCR,NORTH TWO,August
32821,29-08-2025,MUDRA SPMT,STH-AP-5758,TIRUPATI,ANDHRA PRADESH,SOUTH,August
32822,29-08-2025,MUDRA SPMT,STH-AP-5905,GUNTUR,ANDHRA PRADESH,SOUTH,August
32823,29-08-2025,MUDRA SPMT,STH-KA-5033,BENGALURU,KARNATAKA,SOUTH,August
32824,29-08-2025,MUDRA SPMT,STH-KA-5817,BENGALURU,KARNATAKA,SOUTH,August
32825,29-08-2025,MUDRA SPMT,STH-KL-5742,COCHIN (ERNAKULAM),KERALA,SOUTH,August
32826,29-08-2025,MUDRA SPMT,STH-KL-5743,THRISSUR,KERALA,SOUTH,August
32827,29-08-2025,MUDRA SPMT,STH-KL-5745,KOZHIKODE (CALICUT),KERALA,SOUTH,August
32828,29-08-2025,MUDRA SPMT,STH-KL-5746,KANNUR,KERALA,SOUTH,August
32829,29-08-2025,MUDRA SPMT,STH-TN-5856,CHENNAI,TAMIL NADU,SOUTH,August
32830,29-08-2025,MUDRA SPMT,STH-TN-5861,COIMBATORE,TAMIL NADU,SOUTH,August
32831,29-08-2025,MUDRA SPMT,STH-TS-5719,HYDERABAD,TELANGANA,SOUTH,August
32832,29-08-2025,MUDRA SPMT,WST-CG-2544,RAIPUR,CHHATTISGARH,WEST,August
32833,29-08-2025,MUDRA SPMT,WST-GJ-2580,VADODARA (BARODA),GUJARAT,WEST,August
32834,29-08-2025,MUDRA SPMT,WST-GJ-2582,RAJKOT,GUJARAT,WEST,August
32835,29-08-2025,MUDRA SPMT,WST-MH-1620,PIMPRI-CHINCHWAD,MAHARASHTRA,WEST,August
32836,29-08-2025,MUDRA SPMT,WST-MH-2684,MUMBAI ANDHERI,MAHARASHTRA,WEST,August
32837,29-08-2025,MUDRA SPMT,WST-MH-2685,PUNE,MAHARASHTRA,WEST,August
32838,29-08-2025,MUDRA SPMT,WST-MH-2688,AURANGABAD MAHARASHTRA,MAHARASHTRA,WEST,August
32839,29-08-2025,MUDRA SPMT,WST-MH-2690,NAVI MUMBAI,MAHARASHTRA,WEST,August
32840,29-08-2025,MUDRA SPMT,WST-MH-2806, MUMBAI VIRAR,MAHARASHTRA,WEST,August
32841,29-08-2025,MUDRA SPMT,WST-MP-2526,KATNI,MADHYA PRADESH,WEST,August
32842,29-08-2025,MUDRA SPMT,WST-MP-2585,INDORE,MADHYA PRADESH,WEST,August
32843,29-08-2025,MUDRA SPMT,WST-MP-2589,BHOPAL,MADHYA PRADESH,WEST,August
32844,29-09-2025,IBIS BCBF DRA,STH-AP-5205,VIJAYAWADA,ANDHRA PRADESH,SOUTH,September
32845,29-09-2025,IBIS BCBF DRA,STH-KA-5948,BENGALURU,KARNATAKA,SOUTH,September
32846,29-09-2025,IBIS BCBF DRA,STH-TS-5316,HYDERABAD,TELANGANA,SOUTH,September
32847,29-09-2025,MUDRA SPMT,EST-AS-1420,Guwahati,ASSAM,EAST,September
32848,29-09-2025,MUDRA SPMT,EST-JH-1398,Ranchi,JHARKHAND,EAST,September
32849,29-09-2025,MUDRA SPMT,EST-JH-1399,Jamshedpur,JHARKHAND,EAST,September
32850,29-09-2025,MUDRA SPMT,NR1-BR-3470,Patna,BIHAR,NORTH ONE,September
32851,29-09-2025,MUDRA SPMT,NR1-UP-3550,Varanasi,UTTAR PRADESH,NORTH ONE,September
32852,29-09-2025,MUDRA SPMT,NR1-UP-3552,Meerut,UTTAR PRADESH,NORTH ONE,September
32853,29-09-2025,MUDRA SPMT,NR1-UP-3554,Agra,UTTAR PRADESH,NORTH ONE,September
32854,29-09-2025,MUDRA SPMT,NR1-UP-3561,Lucknow,UTTAR PRADESH,NORTH ONE,September
32855,29-09-2025,MUDRA SPMT,NR1-UP-3562,Kanpur,UTTAR PRADESH,NORTH ONE,September
32856,29-09-2025,MUDRA SPMT,NR1-UP-3640,Ghaziabad,DELHI NCR,NORTH TWO,September
32857,29-09-2025,MUDRA SPMT,NR2-DL-4526,DELHI,DELHI,NORTH TWO,September
32858,29-09-2025,MUDRA SPMT,NR2-HR-4098,GURGAON (GURUGRAM),Delhi NCR,NORTH TWO,September
32859,29-09-2025,MUDRA SPMT,NR2-HR-4502,Karnal,HARYANA,NORTH TWO,September
32860,29-09-2025,MUDRA SPMT,NR2-HR-4503,Yamunanagar,HARYANA,NORTH TWO,September
32861,29-09-2025,MUDRA SPMT,NR2-HR-4504,Hisar,HARYANA,NORTH TWO,September
32862,29-09-2025,MUDRA SPMT,NR2-HR-4622,Faridabad,DELHI NCR,NORTH TWO,September
32863,29-09-2025,MUDRA SPMT,NR2-PB-4514,Chandigarh,PUNJAB,NORTH TWO,September
32864,29-09-2025,MUDRA SPMT,NR2-PB-4515,Ludhiana,PUNJAB,NORTH TWO,September
32865,29-09-2025,MUDRA SPMT,NR2-RJ-4559,UDAIPUR RAJASTHAN,RAJASTHAN,NORTH TWO,September
32866,29-09-2025,MUDRA SPMT,NR2-RJ-4561,Jaipur,RAJASTHAN,NORTH TWO,September
32867,29-09-2025,MUDRA SPMT,NR2-RJ-4565,Jodhpur,RAJASTHAN,NORTH TWO,September
32868,29-09-2025,MUDRA SPMT,NR2-RJ-4573,Kota,RAJASTHAN,NORTH TWO,September
32869,29-09-2025,MUDRA SPMT,NR2-UK-4493,Dehradun,UTTARAKHAND,NORTH TWO,September
32870,29-09-2025,MUDRA SPMT,NR2-UP-3613,NOIDA DELHI NCR,DELHI NCR,NORTH TWO,September
32871,29-09-2025,MUDRA SPMT,STH-AP-5751,VISAKHAPATNAM (VIZAG),ANDHRA PRADESH,SOUTH,September
32872,29-09-2025,MUDRA SPMT,STH-AP-5758,Tirupati,ANDHRA PRADESH,SOUTH,September
32873,29-09-2025,MUDRA SPMT,STH-AP-5761,Vijayawada,ANDHRA PRADESH,SOUTH,September
32874,29-09-2025,MUDRA SPMT,STH-AP-5905,Guntur,ANDHRA PRADESH,SOUTH,September
32875,29-09-2025,MUDRA SPMT,STH-KA-5817,BENGALURU,KARNATAKA,SOUTH,September
32876,29-09-2025,MUDRA SPMT,STH-KL-5742,COCHIN (ERNAKULAM),KERALA,SOUTH,September
32877,29-09-2025,MUDRA SPMT,STH-KL-5743,Thrissur,KERALA,SOUTH,September
32878,29-09-2025,MUDRA SPMT,STH-KL-5744,THIRUVANANTHAPURAM (TRIVANDRUM),KERALA,SOUTH,September
32879,29-09-2025,MUDRA SPMT,STH-KL-5745,KOZHIKODE (CALICUT),KERALA,SOUTH,September
32880,29-09-2025,MUDRA SPMT,STH-KL-5746,Kannur,KERALA,SOUTH,September
32881,29-09-2025,MUDRA SPMT,STH-TN-5856,Chennai,TAMIL NADU,SOUTH,September
32882,29-09-2025,MUDRA SPMT,STH-TN-5857,Madurai,TAMIL NADU,SOUTH,September
32883,29-09-2025,MUDRA SPMT,STH-TN-5859,TIRUCHIRAPPALLI (TRICHY),TAMIL NADU,SOUTH,September
32884,29-09-2025,MUDRA SPMT,STH-TN-5861,Coimbatore,TAMIL NADU,SOUTH,September
32885,29-09-2025,MUDRA SPMT,STH-TS-5717,Warangal,TELANGANA,SOUTH,September
32886,29-09-2025,MUDRA SPMT,STH-TS-5719,Hyderabad,TELANGANA,SOUTH,September
32887,29-09-2025,MUDRA SPMT,WST-CG-2544,Kakinada,ANDHRA PRADESH,SOUTH,September
32888,29-09-2025,MUDRA SPMT,WST-CG-2544,Raipur,CHHATTISGARH,WEST,September
32889,29-09-2025,MUDRA SPMT,WST-GJ-2580,VADODARA (BARODA),GUJARAT,WEST,September
32890,29-09-2025,MUDRA SPMT,WST-GJ-2582,Rajkot,GUJARAT,WEST,September
32891,29-09-2025,MUDRA SPMT,WST-GJ-2583,Gandhinagar,GUJARAT,WEST,September
32892,29-09-2025,MUDRA SPMT,WST-MH-1620,PIMPRI-CHINCHWAD,MAHARASHTRA,WEST,September
32893,29-09-2025,MUDRA SPMT,WST-MH-2684,MUMBAI ANDHERI,MAHARASHTRA,WEST,September
32894,29-09-2025,MUDRA SPMT,WST-MH-2685,Pune,MAHARASHTRA,WEST,September
32895,29-09-2025,MUDRA SPMT,WST-MH-2686,Nagpur,MAHARASHTRA,WEST,September
32896,29-09-2025,MUDRA SPMT,WST-MH-2687,Nashik,MAHARASHTRA,WEST,September
32897,29-09-2025,MUDRA SPMT,WST-MH-2688,AURANGABAD MAHARASHTRA,MAHARASHTRA,WEST,September
32898,29-09-2025,MUDRA SPMT,WST-MH-2690,NAVI MUMBAI,MAHARASHTRA,WEST,September
32899,29-09-2025,MUDRA SPMT,WST-MH-2806, MUMBAI VIRAR,MAHARASHTRA,WEST,September
32900,29-09-2025,MUDRA SPMT,WST-MP-2585,Indore,MADHYA PRADESH,WEST,September
32901,29-09-2025,MUDRA SPMT,WST-MP-2586,Jabalpur,MADHYA PRADESH,WEST,September
32902,29-09-2025,MUDRA SPMT,WST-MP-2589,Bhopal,MADHYA PRADESH,WEST,September
32903,29-10-2025,MUDRA SPMT,EST-JH-1398,RANCHI,JHARKHAND,EAST,October
32904,29-10-2025,MUDRA SPMT,EST-JH-1399,JAMSHEDPUR,JHARKHAND,EAST,October
32905,29-10-2025,MUDRA SPMT,EST-WB-1440,SILIGURI,WEST BENGAL,EAST,October
32906,29-10-2025,MUDRA SPMT,EST-WB-1445,KOLKATA,WEST BENGAL,EAST,October
32907,29-10-2025,MUDRA SPMT,NR1-BR-3470,PATNA,BIHAR,NORTH ONE,October
32908,29-10-2025,MUDRA SPMT,NR1-UP-3554,AGRA,UTTAR PRADESH,NORTH ONE,October
32909,29-10-2025,MUDRA SPMT,NR1-UP-3561,LUCKNOW,UTTAR PRADESH,NORTH ONE,October
32910,29-10-2025,MUDRA SPMT,NR1-UP-3562,KANPUR,UTTAR PRADESH,NORTH ONE,October
32911,29-10-2025,MUDRA SPMT,NR1-UP-3640,GHAZIABAD,DELHI NCR,NORTH TWO,October
32912,29-10-2025,MUDRA SPMT,NR2-DL-4526,DELHI,DELHI,NORTH TWO,October
32913,29-10-2025,MUDRA SPMT,NR2-HR-4098,GURGAON (GURUGRAM),Delhi NCR,NORTH TWO,October
32914,29-10-2025,MUDRA SPMT,NR2-HR-4501,REWARI,HARYANA,NORTH TWO,October
32915,29-10-2025,MUDRA SPMT,NR2-HR-4622,FARIDABAD,DELHI NCR,NORTH TWO,October
32916,29-10-2025,MUDRA SPMT,NR2-PB-4514,CHANDIGARH,PUNJAB,NORTH TWO,October
32917,29-10-2025,MUDRA SPMT,NR2-PB-4515,LUDHIANA,PUNJAB,NORTH TWO,October
32918,29-10-2025,MUDRA SPMT,NR2-PB-4517,AMRITSAR,PUNJAB,NORTH TWO,October
32919,29-10-2025,MUDRA SPMT,NR2-RJ-4559,UDAIPUR RAJASTHAN,RAJASTHAN,NORTH TWO,October
32920,29-10-2025,MUDRA SPMT,NR2-RJ-4561,JAIPUR,RAJASTHAN,NORTH TWO,October
32921,29-10-2025,MUDRA SPMT,NR2-RJ-4565,JODHPUR,RAJASTHAN,NORTH TWO,October
32922,29-10-2025,MUDRA SPMT,NR2-RJ-4573,KOTA,RAJASTHAN,NORTH TWO,October
32923,29-10-2025,MUDRA SPMT,NR2-UP-3613,NOIDA DELHI NCR,DELHI NCR,NORTH TWO,October
32924,29-10-2025,MUDRA SPMT,STH-AP-5758,TIRUPATI,ANDHRA PRADESH,SOUTH,October
32925,29-10-2025,MUDRA SPMT,STH-AP-5761,VIJAYAWADA,ANDHRA PRADESH,SOUTH,October
32926,29-10-2025,MUDRA SPMT,STH-AP-5905,GUNTUR,ANDHRA PRADESH,SOUTH,October
32927,29-10-2025,MUDRA SPMT,STH-KA-5805,MANGALURU,KARNATAKA,SOUTH,October
32928,29-10-2025,MUDRA SPMT,STH-KA-5817,BENGALURU,KARNATAKA,SOUTH,October
32929,29-10-2025,MUDRA SPMT,STH-KL-5742,COCHIN (ERNAKULAM),KERALA,SOUTH,October
32930,29-10-2025,MUDRA SPMT,STH-KL-5743,THRISSUR,KERALA,SOUTH,October
32931,29-10-2025,MUDRA SPMT,STH-KL-5745,KOZHIKODE (CALICUT),KERALA,SOUTH,October
32932,29-10-2025,MUDRA SPMT,STH-KL-5746,KANNUR,KERALA,SOUTH,October
32933,29-10-2025,MUDRA SPMT,STH-KL-5749,KOTTAYAM,KERALA,SOUTH,October
32934,29-10-2025,MUDRA SPMT,STH-TN-5856,CHENNAI,TAMIL NADU,SOUTH,October
32935,29-10-2025,MUDRA SPMT,STH-TN-5861,COIMBATORE,TAMIL NADU,SOUTH,October
32936,29-10-2025,MUDRA SPMT,STH-TS-5719,HYDERABAD,TELANGANA,SOUTH,October
32937,29-10-2025,MUDRA SPMT,WST-CG-2544,RAIPUR,CHHATTISGARH,WEST,October
32938,29-10-2025,MUDRA SPMT,WST-GJ-2580,VADODARA (BARODA),GUJARAT,WEST,October
32939,29-10-2025,MUDRA SPMT,WST-GJ-2581,SURAT,GUJARAT,WEST,October
32940,29-10-2025,MUDRA SPMT,WST-GJ-2582,RAJKOT,GUJARAT,WEST,October
32941,29-10-2025,MUDRA SPMT,WST-GJ-2583,GANDHINAGAR,GUJARAT,WEST,October
32942,29-10-2025,MUDRA SPMT,WST-MH-1620,PIMPRI-CHINCHWAD,MAHARASHTRA,WEST,October
32943,29-10-2025,MUDRA SPMT,WST-MH-2684,MUMBAI ANDHERI,MAHARASHTRA,WEST,October
32944,29-10-2025,MUDRA SPMT,WST-MH-2685,PUNE,MAHARASHTRA,WEST,October
32945,29-10-2025,MUDRA SPMT,WST-MH-2686,NAGPUR,MAHARASHTRA,WEST,October
32946,29-10-2025,MUDRA SPMT,WST-MH-2687,NASHIK,MAHARASHTRA,WEST,October
32947,29-10-2025,MUDRA SPMT,WST-MH-2690,NAVI MUMBAI,MAHARASHTRA,WEST,October
32948,29-10-2025,MUDRA SPMT,WST-MH-2692,AKOLA,MAHARASHTRA,WEST,October
32949,29-10-2025,MUDRA SPMT,WST-MH-2806, MUMBAI VIRAR,MAHARASHTRA,WEST,October
32950,29-10-2025,MUDRA SPMT,WST-MP-2585,INDORE,MADHYA PRADESH,WEST,October
32951,29-10-2025,MUDRA SPMT,WST-MP-2589,BHOPAL,MADHYA PRADESH,WEST,October
32952,29-11-2025,MUDRA AICITISS, NR-PB-4763,BATHINDA,PUNJAB,NORTH TWO,November
32953,29-11-2025,MUDRA AICITISS,EST-AS-1420,GUWAHATI,ASSAM,EAST,November
32954,29-11-2025,MUDRA AICITISS,EST-AS-1518,TINSUKIA,ASSAM,EAST,November
32955,29-11-2025,MUDRA AICITISS,EST-JH-1046,JAMSHEDPUR,JHARKHAND,EAST,November
32956,29-11-2025,MUDRA AICITISS,EST-JH-1517,RANCHI,JHARKHAND,EAST,November
32957,29-11-2025,MUDRA AICITISS,EST-OR-1110,BHUBANESWAR,ODISHA,EAST,November
32958,29-11-2025,MUDRA AICITISS,EST-WB-1780,SILIGURI,WEST BENGAL,EAST,November
32959,29-11-2025,MUDRA AICITISS,EST-WB-1782,KOLKATA,WEST BENGAL,EAST,November
32960,29-11-2025,MUDRA AICITISS,INT-NPL-000,KATHMANDU,NEPAL,FOREIGN,November
32961,29-11-2025,MUDRA AICITISS,INT-UAE-000,DUBAI,UAE,FOREIGN,November
32962,29-11-2025,MUDRA AICITISS,NR1-BR-3026,PATNA,BIHAR,NORTH ONE,November
32963,29-11-2025,MUDRA AICITISS,NR1-UP-3087,PRAYAGRAJ ALLAHABAD,UTTAR PRADESH,NORTH ONE,November
32964,29-11-2025,MUDRA AICITISS,NR1-UP-3545,LUCKNOW,UTTAR PRADESH,NORTH ONE,November
32965,29-11-2025,MUDRA AICITISS,NR1-UP-3551,GORAKHPUR,UTTAR PRADESH,NORTH ONE,November
32966,29-11-2025,MUDRA AICITISS,NR1-UP-3552,MEERUT,UTTAR PRADESH,NORTH ONE,November
32967,29-11-2025,MUDRA AICITISS,NR1-UP-3562,KANPUR,UTTAR PRADESH,NORTH ONE,November
32968,29-11-2025,MUDRA AICITISS,NR1-UP-3588,GHAZIABAD,DELHI NCR,NORTH TWO,November
32969,29-11-2025,MUDRA AICITISS,NR1-UP-3632,AGRA,UTTAR PRADESH,NORTH ONE,November
32970,29-11-2025,MUDRA AICITISS,NR1-UP-3727,NOIDA DELHI NCR,DELHI NCR,NORTH TWO,November
32971,29-11-2025,MUDRA AICITISS,NR1-UP-3735,VARANASI,UTTAR PRADESH,NORTH ONE,November
32972,29-11-2025,MUDRA AICITISS,NR2-CH-4283,CHANDIGARH,PUNJAB,NORTH TWO,November
32973,29-11-2025,MUDRA AICITISS,NR2-DL-4047,DELHI,DELHI,NORTH TWO,November
32974,29-11-2025,MUDRA AICITISS,NR2-DL-4504,DELHI,DELHI,NORTH TWO,November
32975,29-11-2025,MUDRA AICITISS,NR2-DL-4524,DELHI,DELHI,NORTH TWO,November
32976,29-11-2025,MUDRA AICITISS,NR2-HR-4098,GURGAON (GURUGRAM),DELHI NCR,NORTH TWO,November
32977,29-11-2025,MUDRA AICITISS,NR2-HR-4474,ROHTAK,HARYANA,NORTH TWO,November
32978,29-11-2025,MUDRA AICITISS,NR2-HR-4620,AMBALA,HARYANA,NORTH TWO,November
32979,29-11-2025,MUDRA AICITISS,NR2-HR-4745,HISAR,HARYANA,NORTH TWO,November
32980,29-11-2025,MUDRA AICITISS,NR2-JK-4699,JAMMU,JAMMU AND KASHMIR,NORTH TWO,November
32981,29-11-2025,MUDRA AICITISS,NR2-PB-4516,JALANDHAR,PUNJAB,NORTH TWO,November
32982,29-11-2025,MUDRA AICITISS,NR2-PB-4517,AMRITSAR,PUNJAB,NORTH TWO,November
32983,29-11-2025,MUDRA AICITISS,NR2-PB-4765,LUDHIANA,PUNJAB,NORTH TWO,November
32984,29-11-2025,MUDRA AICITISS,NR2-RJ-1635,SIKAR,RAJASTHAN,NORTH TWO,November
32985,29-11-2025,MUDRA AICITISS,NR2-RJ-4164,AJMER,RAJASTHAN,NORTH TWO,November
32986,29-11-2025,MUDRA AICITISS,NR2-RJ-4180,BIKANER,RAJASTHAN,NORTH TWO,November
32987,29-11-2025,MUDRA AICITISS,NR2-RJ-4507,KOTA,RAJASTHAN,NORTH TWO,November
32988,29-11-2025,MUDRA AICITISS,NR2-RJ-4569,ALWAR,RAJASTHAN,NORTH TWO,November
32989,29-11-2025,MUDRA AICITISS,NR2-RJ-4574,JAIPUR,RAJASTHAN,NORTH TWO,November
32990,29-11-2025,MUDRA AICITISS,NR2-RJ-4578,BHILWARA,RAJASTHAN,NORTH TWO,November
32991,29-11-2025,MUDRA AICITISS,NR2-RJ-4583,UDAIPUR RAJASTHAN,RAJASTHAN,NORTH TWO,November
32992,29-11-2025,MUDRA AICITISS,NR2-RJ-4661,JODHPUR,RAJASTHAN,NORTH TWO,November
32993,29-11-2025,MUDRA AICITISS,NR2-UK-4723,DEHRADUN,UTTARAKHAND,NORTH TWO,November
32994,29-11-2025,MUDRA AICITISS,STH-AP-1646,VIJAYAWADA,ANDHRA PRADESH,SOUTH,November
32995,29-11-2025,MUDRA AICITISS,STH-AP-5029,VISAKHAPATNAM (VIZAG),ANDHRA PRADESH,SOUTH,November
32996,29-11-2025,MUDRA AICITISS,STH-AP-5709,RAJAMAHENDRAVARAM (RAJAHMUNDRY),ANDHRA PRADESH,SOUTH,November
32997,29-11-2025,MUDRA AICITISS,STH-AP-5714,GUNTUR,ANDHRA PRADESH,SOUTH,November
32998,29-11-2025,MUDRA AICITISS,STH-AP-5742,TIRUPATI,ANDHRA PRADESH,SOUTH,November
32999,29-11-2025,MUDRA AICITISS,STH-KA-5034,BENGALURU,KARNATAKA,SOUTH,November
33000,29-11-2025,MUDRA AICITISS,STH-KA-5756,MANGALURU,KARNATAKA,SOUTH,November
33001,29-11-2025,MUDRA AICITISS,STH-KL-5066,COCHIN  (ERNAKULAM),KERALA,SOUTH,November
33002,29-11-2025,MUDRA AICITISS,STH-KL-5109,THIRUVANANTHAPURAM (TRIVANDRUM),KERALA,SOUTH,November
33003,29-11-2025,MUDRA AICITISS,STH-KL-5355,KOZHIKODE (CALICUT),KERALA,SOUTH,November
33004,29-11-2025,MUDRA AICITISS,STH-KL-5735,KANNUR,KERALA,SOUTH,November
33005,29-11-2025,MUDRA AICITISS,STH-KL-5743,THRISSUR,KERALA,SOUTH,November
33006,29-11-2025,MUDRA AICITISS,STH-TN-1718,TIRUVALLUR,TAMIL NADU,SOUTH,November
33007,29-11-2025,MUDRA AICITISS,STH-TN-5151,COIMBATORE,TAMIL NADU,SOUTH,November
33008,29-11-2025,MUDRA AICITISS,STH-TN-5715,ERODE,TAMIL NADU,SOUTH,November
33009,29-11-2025,MUDRA AICITISS,STH-TS-5313,HYDERABAD,TELANGANA,SOUTH,November
33010,29-11-2025,MUDRA AICITISS,STH-TS-5996,HYDERABAD,TELANGANA,SOUTH,November
33011,29-11-2025,MUDRA AICITISS,WST-CG-2024,RAIPUR,CHHATTISGARH,WEST,November
33012,29-11-2025,MUDRA AICITISS,WST-GA-2348,MARGAO,GOA,WEST,November
33013,29-11-2025,MUDRA AICITISS,WST-GJ-2030,AHMEDABAD,GUJARAT,WEST,November
33014,29-11-2025,MUDRA AICITISS,WST-GJ-2038,GANDHINAGAR,GUJARAT,WEST,November
33015,29-11-2025,MUDRA AICITISS,WST-GJ-2049,VADODARA (BARODA),GUJARAT,WEST,November
33016,29-11-2025,MUDRA AICITISS,WST-GJ-2547,GANDHIDHAM,GUJARAT,WEST,November
33017,29-11-2025,MUDRA AICITISS,WST-GJ-2560,RAJKOT,GUJARAT,WEST,November
33018,29-11-2025,MUDRA AICITISS,WST-GJ-2564,SURAT,GUJARAT,WEST,November
33019,29-11-2025,MUDRA AICITISS,WST-GJ-2591,JAMNAGAR,GUJARAT,WEST,November
33020,29-11-2025,MUDRA AICITISS,WST-MH-1655,PUNE,MAHARASHTRA,WEST,November
33021,29-11-2025,MUDRA AICITISS,WST-MH-2233,PIMPRI-CHINCHWAD,MAHARASHTRA,WEST,November
33022,29-11-2025,MUDRA AICITISS,WST-MH-2234,PUNE,MAHARASHTRA,WEST,November
33023,29-11-2025,MUDRA AICITISS,WST-MH-2634,MUMBAI,MAHARASHTRA,WEST,November
33024,29-11-2025,MUDRA AICITISS,WST-MH-2635,NAVI MUMBAI,MAHARASHTRA,WEST,November
33025,29-11-2025,MUDRA AICITISS,WST-MH-2641,MUMBAI,MAHARASHTRA,WEST,November
33026,29-11-2025,MUDRA AICITISS,WST-MH-2684,MUMBAI ANDHERI,MAHARASHTRA,WEST,November
33027,29-11-2025,MUDRA AICITISS,WST-MH-2688,AURANGABAD MAHARASHTRA,MAHARASHTRA,WEST,November
33028,29-11-2025,MUDRA AICITISS,WST-MH-2707,JALGAON,MAHARASHTRA,WEST,November
33029,29-11-2025,MUDRA AICITISS,WST-MH-2726,MUMBAI,MAHARASHTRA,WEST,November
33030,29-11-2025,MUDRA AICITISS,WST-MH-2734,NAGPUR,MAHARASHTRA,WEST,November
33031,29-11-2025,MUDRA AICITISS,WST-MH-2806,VASAI,MAHARASHTRA,WEST,November
33032,29-11-2025,MUDRA AICITISS,WST-MH-2831,AKOLA,MAHARASHTRA,WEST,November
33033,29-11-2025,MUDRA AICITISS,WST-MH-2869,MUMBAI,MAHARASHTRA,WEST,November
33034,29-11-2025,MUDRA AICITISS,WST-MH-2872,KOLHAPUR,MAHARASHTRA,WEST,November
33035,29-11-2025,MUDRA AICITISS,WST-MH-2873,AHMEDNAGAR,MAHARASHTRA,WEST,November
33036,29-11-2025,MUDRA AICITISS,WST-MH-2883,NASHIK,MAHARASHTRA,WEST,November
33037,29-11-2025,MUDRA AICITISS,WST-MH-2893,THANE,MAHARASHTRA,WEST,November
33038,29-11-2025,MUDRA AICITISS,WST-MP-2090,BHOPAL,MADHYA PRADESH,WEST,November
33039,29-11-2025,MUDRA AICITISS,WST-MP-2134,INDORE,MADHYA PRADESH,WEST,November
33040,29-11-2025,MUDRA AICITISS,WST-MP-2586,JABALPUR,MADHYA PRADESH,WEST,November
33041,29-11-2025,MUDRA SPMT,EST-JH-1399,JAMSHEDPUR,JHARKHAND,EAST,November
33042,29-11-2025,MUDRA SPMT,EST-WB-1443,KHARAGPUR,WEST BENGAL,EAST,November
33043,29-11-2025,MUDRA SPMT,EST-WB-1445,KOLKATA,WEST BENGAL,EAST,November
33044,29-11-2025,MUDRA SPMT,NR1-BR-3470,PATNA,BIHAR,NORTH ONE,November
